id,age,gender,education_level,income_bracket,urbanicity,country,trust_vaccine,concern_side_effects,ad_group,recall_ad,post_trust_vaccine,post_concern_side_effects,vaccine_uptake,vaccine_uptake_status
335,24,Female,High school,60k–100k,Suburban,Nigeria,3,4,Reason,Yes,2,1,Yes,1
336,30,Female,Master's,<30k,Urban,India,5,3,Control,No,1,5,No,0
337,27,Female,Master's,<30k,Urban,UK,5,5,Emotion,No,2,4,Yes,1
338,70,Female,Master's,<30k,Urban,India,4,3,Control,No,1,4,Yes,1
339,46,Female,Bachelor's,100k+,Urban,Nigeria,3,2,Emotion,No,2,4,No,0
340,48,Female,High school,<30k,Rural,Brazil,2,1,Control,No,5,2,No,0
341,49,Female,High school,100k+,Suburban,India,2,3,Emotion,Yes,5,5,No,0
343,46,Male,High school,<30k,Suburban,USA,1,5,Control,No,3,1,No,0
344,50,Male,Master's,60k–100k,Suburban,USA,3,4,Emotion,No,4,2,No,0
345,41,Female,Bachelor's,<30k,Rural,Brazil,4,4,Control,No,5,3,Yes,1
346,33,Male,High school,<30k,Suburban,Nigeria,5,3,Control,No,5,2,Yes,1
347,52,Male,Bachelor's,30k–60k,Urban,India,3,1,Emotion,Yes,5,4,No,0
348,38,Female,Bachelor's,30k–60k,Suburban,India,5,3,Control,No,4,4,Yes,1
349,69,Female,Bachelor's,<30k,Suburban,India,5,3,Control,No,5,3,Yes,1
350,21,Male,Doctorate,30k–60k,Rural,India,2,1,Emotion,No,4,5,No,0
352,38,Female,Bachelor's,60k–100k,Urban,India,4,3,Emotion,Yes,2,2,Yes,1
353,33,Female,Bachelor's,100k+,Urban,India,2,4,Emotion,No,5,2,Yes,1
356,27,Female,Master's,<30k,Suburban,Other,5,3,Reason,No,3,5,No,0
357,27,Female,Bachelor's,<30k,Suburban,Canada,2,2,Control,No,1,2,No,0
358,54,Female,High school,<30k,Urban,Other,3,1,Reason,Yes,2,2,No,0
359,33,Male,Master's,60k–100k,Suburban,Nigeria,5,2,Emotion,No,5,1,No,0
360,28,Male,Bachelor's,30k–60k,Urban,Brazil,5,3,Control,No,5,1,No,0
361,42,Female,High school,<30k,Suburban,UK,2,3,Emotion,No,2,5,Yes,1
362,27,Male,High school,100k+,Rural,India,1,1,Reason,Yes,1,2,Yes,1
363,49,Male,High school,30k–60k,Suburban,Brazil,4,3,Emotion,No,2,3,No,0
364,22,Male,Bachelor's,30k–60k,Urban,Other,2,3,Control,No,1,5,Yes,1
365,59,Male,High school,<30k,Rural,Other,3,3,Reason,Yes,5,3,No,0
366,27,Female,High school,<30k,Rural,India,4,4,Emotion,Yes,4,1,Yes,1
367,36,Female,High school,60k–100k,Rural,Brazil,4,5,Reason,Yes,5,3,No,0
368,20,Female,Bachelor's,60k–100k,Suburban,Brazil,4,1,Control,No,4,3,No,0
369,26,Male,High school,<30k,Rural,Nigeria,3,3,Control,No,1,4,No,0
370,43,Female,Bachelor's,<30k,Suburban,India,5,2,Reason,No,4,4,Yes,1
371,33,Male,Bachelor's,60k–100k,Urban,Nigeria,3,4,Control,No,1,3,Yes,1
372,22,Female,High school,100k+,Urban,UK,4,3,Emotion,Yes,1,1,Yes,1
373,48,Male,Bachelor's,30k–60k,Urban,India,1,5,Reason,Yes,5,2,Yes,1
374,80,Female,Master's,100k+,Rural,Other,2,4,Emotion,Yes,5,1,No,0
375,41,Non-binary,High school,60k–100k,Urban,Other,4,5,Emotion,No,5,3,No,0
376,46,Female,Master's,<30k,Suburban,India,3,3,Control,No,1,3,Yes,1
377,54,Male,Master's,<30k,Urban,Other,3,4,Emotion,No,1,4,Yes,1
378,61,Female,Bachelor's,30k–60k,Suburban,India,2,1,Reason,No,3,1,Yes,1
379,23,Male,Bachelor's,100k+,Suburban,Nigeria,3,1,Control,No,2,4,No,0
380,50,Female,Master's,60k–100k,Urban,USA,1,2,Emotion,Yes,2,1,No,0
381,42,Male,High school,<30k,Rural,UK,4,5,Control,No,1,3,No,0
382,21,Female,Doctorate,<30k,Suburban,India,2,4,Emotion,Yes,2,4,No,0
383,54,Male,High school,<30k,Urban,UK,2,3,Reason,No,1,3,Yes,1
384,29,Female,Bachelor's,60k–100k,Urban,USA,2,3,Control,No,1,2,No,0
385,48,Female,Bachelor's,<30k,Urban,Nigeria,1,4,Emotion,Yes,5,3,No,0
386,40,Male,Master's,30k–60k,Urban,USA,2,3,Control,No,5,1,No,0
387,42,Female,Bachelor's,60k–100k,Urban,Brazil,2,2,Control,No,3,4,Yes,1
388,20,Male,High school,<30k,Suburban,Canada,4,1,Reason,Yes,4,2,Yes,1
389,39,Female,Doctorate,30k–60k,Urban,USA,2,3,Reason,Yes,1,1,Yes,1
390,31,Female,High school,<30k,Suburban,UK,3,4,Reason,Yes,2,3,Yes,1
391,44,Non-binary,Bachelor's,<30k,Rural,India,5,2,Reason,No,1,3,Yes,1
392,27,Non-binary,Bachelor's,100k+,Urban,India,4,4,Reason,No,2,4,Yes,1
393,57,Female,High school,<30k,Urban,Nigeria,5,3,Reason,Yes,5,5,Yes,1
394,60,Male,Bachelor's,<30k,Urban,India,5,3,Control,No,1,1,No,0
395,64,Male,Master's,60k–100k,Urban,USA,4,3,Control,No,2,4,Yes,1
397,40,Female,High school,<30k,Suburban,Other,4,2,Reason,No,1,4,Yes,1
398,21,Female,Master's,60k–100k,Urban,Nigeria,4,3,Emotion,Yes,5,1,Yes,1
399,22,Female,Master's,30k–60k,Suburban,India,1,2,Control,No,2,1,Yes,1
400,22,Male,Doctorate,<30k,Urban,USA,3,2,Emotion,Yes,5,3,Yes,1
402,40,Male,Bachelor's,<30k,Urban,India,4,5,Reason,No,2,2,Yes,1
403,33,Female,Bachelor's,<30k,Urban,USA,3,4,Control,No,1,3,Yes,1
404,57,Male,High school,60k–100k,Suburban,USA,3,1,Emotion,Yes,4,1,Yes,1
405,29,Female,Bachelor's,30k–60k,Rural,India,1,3,Control,No,1,4,No,0
406,19,Male,Bachelor's,30k–60k,Urban,India,3,4,Reason,Yes,4,1,Yes,1
407,23,Female,Master's,<30k,Rural,Brazil,4,1,Emotion,Yes,4,1,Yes,1
408,19,Male,Doctorate,60k–100k,Suburban,UK,2,4,Control,No,2,5,No,0
409,22,Female,Master's,100k+,Suburban,Brazil,4,5,Control,No,5,4,Yes,1
410,30,Male,Doctorate,30k–60k,Urban,USA,3,3,Control,No,1,4,Yes,1
411,31,Male,High school,30k–60k,Urban,Nigeria,3,1,Control,No,4,4,Yes,1
412,31,Female,Master's,<30k,Urban,USA,3,3,Reason,Yes,2,1,No,0
413,32,Male,Master's,100k+,Suburban,Nigeria,2,3,Reason,Yes,1,5,No,0
414,27,Female,Bachelor's,<30k,Suburban,Canada,4,3,Control,No,2,4,No,0
416,18,Female,Bachelor's,60k–100k,Suburban,Other,4,4,Emotion,Yes,2,5,Yes,1
417,30,Male,High school,100k+,Urban,Nigeria,1,5,Emotion,No,1,3,No,0
418,23,Female,Bachelor's,100k+,Suburban,UK,5,2,Reason,Yes,1,3,No,0
419,50,Female,Master's,<30k,Suburban,India,5,5,Reason,No,1,2,No,0
420,63,Female,Bachelor's,<30k,Urban,USA,1,2,Control,No,1,2,No,0
421,61,Female,Master's,100k+,Suburban,Canada,1,2,Emotion,No,2,4,Yes,1
422,42,Female,Master's,100k+,Rural,UK,1,5,Reason,Yes,5,2,Yes,1
423,21,Male,High school,<30k,Urban,UK,5,2,Reason,Yes,1,1,No,0
424,46,Female,Bachelor's,<30k,Urban,India,4,2,Emotion,Yes,4,1,No,0
425,60,Female,High school,100k+,Urban,Nigeria,4,4,Emotion,Yes,1,3,Yes,1
426,29,Female,Bachelor's,60k–100k,Suburban,USA,1,3,Emotion,Yes,1,5,Yes,1
427,29,Female,Master's,100k+,Rural,USA,2,5,Control,No,3,5,Yes,1
428,54,Male,Bachelor's,<30k,Suburban,Nigeria,5,4,Reason,No,2,2,No,0
429,39,Female,Bachelor's,30k–60k,Suburban,Brazil,4,3,Control,No,3,5,Yes,1
430,24,Female,Bachelor's,30k–60k,Urban,Brazil,4,3,Control,No,1,2,Yes,1
431,60,Male,Master's,60k–100k,Suburban,USA,3,1,Reason,Yes,5,1,Yes,1
432,25,Male,Master's,100k+,Urban,USA,1,4,Control,No,1,1,Yes,1
433,53,Female,Master's,60k–100k,Suburban,India,5,4,Control,No,2,4,Yes,1
434,26,Non-binary,Master's,<30k,Rural,India,3,3,Control,No,4,1,Yes,1
435,42,Female,Master's,<30k,Urban,Nigeria,5,4,Reason,Yes,1,3,No,0
436,28,Female,Bachelor's,<30k,Suburban,USA,3,2,Emotion,Yes,4,1,Yes,1
437,22,Male,High school,30k–60k,Urban,USA,2,2,Control,No,2,3,Yes,1
438,24,Female,Bachelor's,60k–100k,Urban,Brazil,4,1,Control,No,4,5,Yes,1
439,47,Female,Bachelor's,30k–60k,Urban,Nigeria,1,2,Reason,Yes,3,3,Yes,1
440,52,Male,Bachelor's,30k–60k,Rural,USA,5,1,Reason,No,5,3,Yes,1
441,37,Female,High school,<30k,Rural,Brazil,2,2,Control,No,2,4,No,0
442,32,Male,High school,<30k,Urban,USA,4,4,Reason,Yes,5,3,Yes,1
443,21,Male,High school,<30k,Urban,UK,3,5,Control,No,1,2,No,0
445,35,Female,Bachelor's,<30k,Urban,USA,2,2,Emotion,No,5,4,Yes,1
446,41,Male,Bachelor's,60k–100k,Urban,India,2,2,Emotion,No,1,1,No,0
448,43,Female,Bachelor's,30k–60k,Urban,Brazil,3,2,Emotion,Yes,1,5,Yes,1
449,22,Male,Bachelor's,100k+,Rural,Nigeria,3,2,Reason,Yes,3,1,No,0
450,21,Female,Bachelor's,30k–60k,Urban,India,2,4,Reason,No,3,3,No,0
451,35,Female,High school,100k+,Urban,USA,4,4,Control,No,5,5,No,0
452,61,Male,High school,100k+,Urban,India,2,2,Control,No,2,1,No,0
454,78,Male,Doctorate,<30k,Urban,Brazil,4,5,Emotion,No,5,5,No,0
455,36,Female,High school,<30k,Urban,Canada,5,4,Control,No,4,2,No,0
456,43,Female,High school,100k+,Rural,India,3,2,Emotion,Yes,2,5,Yes,1
457,20,Female,Bachelor's,<30k,Urban,India,5,1,Reason,No,2,2,No,0
458,29,Female,High school,30k–60k,Rural,India,3,4,Emotion,Yes,1,2,Yes,1
459,20,Male,Doctorate,<30k,Urban,UK,5,4,Reason,No,3,4,Yes,1
460,59,Male,High school,30k–60k,Suburban,USA,5,4,Emotion,No,3,4,No,0
461,39,Male,High school,<30k,Rural,USA,1,4,Emotion,No,1,3,Yes,1
462,38,Male,High school,30k–60k,Urban,India,1,4,Reason,Yes,2,5,Yes,1
463,34,Female,Master's,100k+,Rural,Nigeria,4,2,Control,No,1,3,No,0
464,28,Female,Bachelor's,<30k,Urban,UK,3,3,Control,No,2,2,Yes,1
465,52,Female,High school,<30k,Urban,Nigeria,4,5,Emotion,Yes,2,2,Yes,1
466,36,Female,Master's,100k+,Rural,UK,3,5,Control,No,1,4,No,0
470,41,Female,Master's,30k–60k,Suburban,Other,3,5,Reason,No,2,3,No,0
471,26,Male,Master's,60k–100k,Urban,India,5,5,Reason,No,3,2,Yes,1
472,41,Male,High school,100k+,Rural,India,3,3,Emotion,Yes,1,1,Yes,1
473,30,Male,Bachelor's,<30k,Urban,India,1,4,Reason,No,5,2,No,0
474,27,Female,Master's,60k–100k,Rural,USA,4,3,Control,No,1,3,Yes,1
475,50,Female,Master's,30k–60k,Suburban,India,2,2,Control,No,4,5,Yes,1
476,18,Male,Master's,60k–100k,Suburban,Nigeria,3,4,Reason,No,5,1,Yes,1
477,42,Female,Master's,60k–100k,Urban,Brazil,5,2,Emotion,Yes,2,1,Yes,1
478,19,Male,High school,<30k,Suburban,Brazil,1,2,Control,No,5,4,No,0
479,37,Female,Bachelor's,60k–100k,Rural,USA,4,3,Control,No,3,2,Yes,1
480,23,Female,Bachelor's,<30k,Urban,USA,5,5,Control,No,1,3,No,0
481,43,Female,Master's,30k–60k,Urban,Nigeria,2,3,Control,No,1,2,No,0
482,37,Female,Bachelor's,30k–60k,Urban,USA,3,4,Control,No,5,4,Yes,1
483,19,Non-binary,Bachelor's,30k–60k,Rural,Brazil,2,4,Emotion,Yes,5,2,No,0
484,33,Female,Master's,100k+,Urban,India,2,4,Control,No,1,3,No,0
485,63,Female,Bachelor's,30k–60k,Suburban,USA,1,1,Emotion,No,1,1,Yes,1
486,61,Female,Master's,<30k,Urban,USA,4,5,Emotion,No,1,2,Yes,1
487,24,Female,Bachelor's,<30k,Suburban,USA,3,2,Reason,No,1,5,Yes,1
488,62,Male,Bachelor's,100k+,Urban,India,1,2,Emotion,No,2,5,Yes,1
489,30,Female,Bachelor's,100k+,Rural,USA,2,5,Reason,No,4,4,No,0
491,19,Female,Bachelor's,60k–100k,Urban,Brazil,2,4,Reason,Yes,3,5,Yes,1
492,38,Male,Bachelor's,<30k,Urban,UK,2,5,Reason,Yes,4,4,Yes,1
494,31,Male,Bachelor's,<30k,Urban,Brazil,4,3,Emotion,Yes,4,4,Yes,1
495,43,Female,High school,<30k,Suburban,Other,4,2,Reason,No,5,4,No,0
496,27,Female,Bachelor's,<30k,Rural,Nigeria,3,1,Control,No,5,1,No,0
497,28,Female,Bachelor's,30k–60k,Rural,Brazil,1,5,Control,No,2,2,No,0
498,31,Male,Bachelor's,60k–100k,Rural,Other,4,2,Control,No,1,2,No,0
499,65,Female,Bachelor's,60k–100k,Urban,USA,4,1,Emotion,Yes,2,2,Yes,1
500,29,Female,Master's,30k–60k,Urban,India,3,1,Emotion,Yes,5,2,Yes,1
501,47,Female,Bachelor's,30k–60k,Suburban,Nigeria,2,3,Emotion,Yes,2,2,No,0
503,44,Female,Bachelor's,60k–100k,Urban,Nigeria,3,2,Control,No,1,1,No,0
504,46,Female,Master's,100k+,Urban,Brazil,2,2,Control,No,2,5,No,0
505,36,Male,High school,30k–60k,Urban,UK,4,4,Emotion,Yes,5,1,Yes,1
506,62,Male,Bachelor's,<30k,Urban,Brazil,2,3,Reason,No,1,4,No,0
507,51,Non-binary,Master's,<30k,Suburban,India,3,1,Emotion,Yes,2,1,No,0
508,21,Female,Doctorate,30k–60k,Urban,Nigeria,1,3,Control,No,2,2,No,0
509,21,Female,Master's,<30k,Rural,Brazil,3,1,Reason,No,1,3,Yes,1
510,28,Male,High school,30k–60k,Rural,India,5,2,Reason,Yes,2,1,Yes,1
511,69,Male,High school,<30k,Urban,USA,3,4,Reason,Yes,4,5,Yes,1
512,64,Female,Bachelor's,<30k,Rural,Nigeria,3,5,Control,No,5,5,No,0
513,34,Male,High school,<30k,Urban,USA,4,4,Reason,Yes,3,1,Yes,1
514,22,Female,Master's,60k–100k,Urban,UK,3,3,Reason,Yes,5,2,No,0
515,40,Male,Doctorate,60k–100k,Urban,Nigeria,4,3,Reason,No,4,2,Yes,1
516,40,Male,Bachelor's,30k–60k,Rural,Canada,4,4,Control,No,5,3,No,0
517,35,Male,High school,60k–100k,Urban,Nigeria,3,2,Control,No,1,4,Yes,1
518,29,Female,High school,60k–100k,Suburban,Brazil,2,2,Reason,No,2,1,Yes,1
519,74,Female,Bachelor's,100k+,Urban,India,3,1,Reason,Yes,2,5,Yes,1
520,25,Male,Master's,30k–60k,Suburban,Other,1,5,Emotion,No,4,4,Yes,1
521,21,Male,Bachelor's,<30k,Urban,USA,1,3,Reason,Yes,4,4,No,0
522,28,Female,Bachelor's,100k+,Urban,Nigeria,2,3,Control,No,3,2,Yes,1
525,27,Female,Bachelor's,30k–60k,Suburban,Nigeria,2,5,Emotion,No,2,2,Yes,1
526,28,Male,Bachelor's,30k–60k,Suburban,USA,2,2,Reason,Yes,1,4,Yes,1
527,34,Female,Master's,30k–60k,Urban,Brazil,3,2,Control,No,4,3,Yes,1
528,57,Female,Master's,<30k,Suburban,USA,3,5,Emotion,No,1,4,No,0
529,32,Male,Doctorate,<30k,Urban,UK,2,3,Control,No,4,4,Yes,1
530,25,Female,Master's,<30k,Suburban,Other,3,2,Emotion,No,2,5,Yes,1
531,80,Female,Bachelor's,<30k,Suburban,Brazil,4,5,Control,No,1,4,Yes,1
532,78,Non-binary,Master's,<30k,Urban,Canada,3,3,Reason,Yes,1,3,Yes,1
533,62,Female,High school,<30k,Urban,Brazil,2,3,Emotion,No,3,5,Yes,1
534,26,Female,High school,<30k,Suburban,Nigeria,2,2,Emotion,No,1,5,No,0
535,22,Male,High school,60k–100k,Urban,India,3,2,Control,No,2,2,Yes,1
537,47,Female,Bachelor's,100k+,Urban,India,4,3,Reason,Yes,3,3,Yes,1
538,30,Male,High school,30k–60k,Suburban,Nigeria,4,4,Control,No,1,4,Yes,1
539,37,Male,High school,30k–60k,Suburban,Other,2,3,Control,No,4,2,No,0
540,40,Non-binary,Master's,<30k,Suburban,India,4,2,Reason,Yes,4,5,Yes,1
541,24,Male,High school,100k+,Urban,Brazil,1,1,Reason,No,5,2,Yes,1
542,48,Male,Bachelor's,30k–60k,Urban,USA,5,4,Reason,Yes,5,4,Yes,1
543,40,Female,Master's,30k–60k,Urban,USA,3,1,Reason,Yes,4,5,Yes,1
546,38,Male,Bachelor's,100k+,Rural,Nigeria,5,4,Control,No,5,5,Yes,1
547,48,Male,High school,60k–100k,Urban,USA,1,4,Control,No,1,4,Yes,1
548,45,Male,High school,30k–60k,Urban,USA,1,3,Control,No,4,1,No,0
549,32,Male,Bachelor's,60k–100k,Suburban,Nigeria,1,2,Emotion,Yes,1,2,No,0
550,48,Female,High school,30k–60k,Urban,Brazil,3,3,Control,No,2,4,Yes,1
551,22,Male,Master's,<30k,Urban,USA,4,4,Emotion,No,1,5,Yes,1
552,38,Male,High school,100k+,Suburban,Nigeria,4,3,Emotion,No,3,5,Yes,1
553,38,Female,Doctorate,30k–60k,Rural,India,2,4,Emotion,No,2,3,Yes,1
554,51,Male,High school,<30k,Rural,Nigeria,4,4,Emotion,No,2,4,No,0
555,54,Female,High school,<30k,Rural,Other,4,5,Reason,No,2,2,No,0
556,33,Female,Master's,100k+,Suburban,UK,2,2,Reason,Yes,5,4,No,0
557,57,Female,Master's,<30k,Urban,USA,5,2,Reason,Yes,4,5,Yes,1
558,20,Female,High school,<30k,Urban,India,4,4,Control,No,4,1,No,0
559,28,Female,Master's,100k+,Suburban,USA,2,1,Reason,No,4,3,Yes,1
560,29,Male,Bachelor's,30k–60k,Urban,Canada,2,2,Control,No,3,1,No,0
561,20,Female,Master's,60k–100k,Rural,USA,2,2,Reason,No,5,5,Yes,1
562,25,Male,High school,<30k,Urban,India,2,4,Emotion,No,3,2,Yes,1
563,34,Male,Master's,<30k,Suburban,India,3,4,Control,No,4,1,No,0
564,38,Non-binary,Master's,100k+,Urban,UK,3,2,Control,No,4,4,No,0
565,54,Female,Bachelor's,60k–100k,Suburban,Brazil,3,4,Emotion,No,2,3,Yes,1
566,71,Male,Master's,60k–100k,Rural,India,3,3,Emotion,No,1,1,Yes,1
567,32,Female,Master's,30k–60k,Urban,UK,3,3,Control,No,3,5,Yes,1
568,21,Female,High school,<30k,Rural,Brazil,5,4,Reason,Yes,5,2,Yes,1
569,29,Female,Master's,100k+,Urban,UK,1,3,Control,No,3,3,Yes,1
570,22,Male,Master's,60k–100k,Urban,USA,3,2,Control,No,4,3,Yes,1
572,64,Female,Master's,100k+,Suburban,Other,5,3,Reason,Yes,1,2,Yes,1
573,31,Male,High school,<30k,Urban,India,3,2,Reason,No,5,5,No,0
575,42,Male,Master's,<30k,Suburban,India,4,4,Control,No,3,5,Yes,1
576,52,Female,High school,<30k,Urban,Brazil,4,2,Control,No,1,2,No,0
577,20,Female,High school,<30k,Urban,USA,3,4,Emotion,No,5,1,No,0
578,51,Male,High school,100k+,Urban,India,1,5,Emotion,No,3,5,No,0
579,27,Male,High school,<30k,Urban,USA,2,3,Reason,Yes,2,5,No,0
580,52,Male,Bachelor's,<30k,Suburban,India,3,5,Emotion,Yes,4,4,Yes,1
581,28,Female,Doctorate,<30k,Urban,UK,2,4,Reason,No,2,1,No,0
582,21,Female,Master's,60k–100k,Urban,USA,3,2,Emotion,Yes,4,1,Yes,1
583,21,Male,Bachelor's,30k–60k,Rural,India,1,5,Control,No,5,4,No,0
584,27,Female,High school,<30k,Suburban,Other,1,2,Emotion,Yes,2,1,Yes,1
585,59,Female,Bachelor's,30k–60k,Urban,India,4,1,Emotion,No,2,3,Yes,1
588,22,Female,Master's,<30k,Rural,UK,2,3,Emotion,Yes,5,2,Yes,1
589,31,Male,High school,60k–100k,Urban,Nigeria,3,4,Control,No,1,2,No,0
590,32,Male,Bachelor's,30k–60k,Urban,India,5,3,Reason,Yes,1,3,No,0
592,29,Female,Bachelor's,30k–60k,Urban,USA,4,3,Reason,Yes,5,5,No,0
593,54,Male,High school,30k–60k,Rural,Brazil,2,2,Emotion,Yes,2,1,Yes,1
594,32,Female,Master's,100k+,Rural,USA,3,4,Emotion,Yes,4,1,Yes,1
595,23,Male,Master's,<30k,Urban,Canada,5,2,Emotion,Yes,5,1,Yes,1
596,53,Female,Master's,30k–60k,Urban,USA,3,3,Reason,Yes,1,5,Yes,1
598,23,Male,High school,30k–60k,Rural,USA,4,1,Control,No,5,1,No,0
599,63,Male,High school,100k+,Rural,India,4,3,Control,No,5,4,No,0
600,50,Male,Master's,100k+,Urban,India,4,3,Control,No,4,4,Yes,1
601,26,Female,Master's,60k–100k,Urban,USA,1,5,Emotion,No,2,5,Yes,1
602,53,Female,Bachelor's,<30k,Suburban,Nigeria,3,2,Reason,Yes,4,4,Yes,1
603,23,Female,Bachelor's,<30k,Urban,USA,2,4,Emotion,Yes,2,5,No,0
604,22,Female,Bachelor's,60k–100k,Urban,UK,4,4,Emotion,Yes,2,1,Yes,1
605,41,Male,Bachelor's,<30k,Urban,Nigeria,2,3,Reason,Yes,4,5,Yes,1
606,37,Male,High school,60k–100k,Rural,India,4,2,Emotion,No,5,4,Yes,1
607,28,Male,Bachelor's,<30k,Urban,UK,2,2,Emotion,Yes,2,2,Yes,1
608,19,Female,Master's,30k–60k,Suburban,India,5,2,Reason,Yes,4,3,Yes,1
609,27,Male,Bachelor's,<30k,Rural,India,2,2,Reason,No,3,1,Yes,1
610,39,Male,Master's,<30k,Suburban,Brazil,2,2,Reason,Yes,2,5,No,0
611,19,Female,Master's,100k+,Suburban,UK,3,2,Reason,Yes,1,5,No,0
612,52,Female,Master's,<30k,Urban,Nigeria,5,2,Emotion,No,4,2,Yes,1
613,57,Male,High school,30k–60k,Rural,India,3,3,Emotion,No,4,5,No,0
614,40,Female,Bachelor's,<30k,Urban,India,3,4,Control,No,1,5,No,0
615,27,Female,Master's,60k–100k,Urban,USA,3,2,Control,No,5,1,No,0
616,70,Male,Bachelor's,30k–60k,Urban,Brazil,3,2,Reason,No,2,1,Yes,1
617,25,Female,Bachelor's,30k–60k,Urban,UK,4,2,Control,No,4,4,No,0
618,22,Male,High school,30k–60k,Urban,Brazil,4,2,Emotion,No,1,5,Yes,1
619,52,Male,Master's,30k–60k,Urban,USA,5,1,Reason,Yes,1,2,Yes,1
621,46,Female,Bachelor's,<30k,Suburban,USA,3,4,Emotion,Yes,5,1,No,0
622,51,Male,Master's,60k–100k,Rural,USA,4,5,Control,No,4,3,No,0
623,32,Female,Master's,60k–100k,Urban,USA,1,3,Emotion,No,2,3,No,0
624,29,Female,High school,<30k,Rural,Brazil,5,4,Reason,Yes,1,4,No,0
625,37,Male,High school,60k–100k,Urban,USA,4,2,Control,No,3,2,Yes,1
626,50,Female,Bachelor's,60k–100k,Urban,USA,2,3,Reason,Yes,2,1,Yes,1
627,37,Male,Bachelor's,100k+,Rural,Brazil,2,2,Control,No,1,2,No,0
628,43,Female,Bachelor's,100k+,Urban,UK,4,4,Reason,No,1,5,Yes,1
629,30,Male,High school,100k+,Urban,Nigeria,4,5,Control,No,5,1,Yes,1
630,27,Female,High school,60k–100k,Urban,UK,4,3,Emotion,No,1,2,No,0
631,39,Female,Master's,<30k,Suburban,Brazil,4,1,Control,No,4,1,Yes,1
632,22,Male,Bachelor's,60k–100k,Rural,UK,4,4,Reason,Yes,5,3,No,0
633,61,Male,Bachelor's,100k+,Urban,Brazil,1,5,Control,No,1,3,No,0
634,37,Male,Master's,30k–60k,Urban,Brazil,4,1,Emotion,No,4,2,Yes,1
635,31,Female,High school,<30k,Suburban,Brazil,2,4,Emotion,No,2,2,Yes,1
636,59,Female,High school,<30k,Urban,UK,1,2,Reason,No,1,2,Yes,1
638,32,Male,Bachelor's,<30k,Urban,USA,5,5,Reason,No,1,5,No,0
639,65,Female,Bachelor's,100k+,Urban,Canada,4,3,Emotion,Yes,4,1,No,0
640,54,Female,Bachelor's,60k–100k,Rural,USA,2,5,Emotion,Yes,5,2,No,0
641,58,Female,High school,30k–60k,Rural,India,3,2,Control,No,4,2,No,0
643,42,Male,Bachelor's,60k–100k,Suburban,India,4,4,Control,No,4,4,No,0
644,23,Female,Bachelor's,<30k,Urban,India,2,2,Control,No,2,2,Yes,1
645,23,Female,High school,60k–100k,Rural,Nigeria,3,2,Reason,Yes,3,4,No,0
646,74,Male,Master's,30k–60k,Urban,UK,3,3,Reason,No,5,4,Yes,1
647,30,Female,Master's,60k–100k,Suburban,Brazil,2,4,Emotion,No,1,1,Yes,1
648,73,Male,Master's,60k–100k,Urban,Brazil,1,4,Reason,No,4,3,No,0
649,46,Male,Doctorate,60k–100k,Urban,Brazil,4,2,Control,No,1,1,No,0
650,32,Female,Doctorate,<30k,Urban,Brazil,4,5,Emotion,Yes,3,1,Yes,1
651,19,Male,Bachelor's,30k–60k,Urban,India,4,3,Emotion,Yes,4,2,Yes,1
652,50,Female,High school,100k+,Urban,USA,4,4,Control,No,3,5,No,0
653,21,Female,High school,60k–100k,Urban,India,1,3,Control,No,1,2,No,0
654,37,Male,Bachelor's,<30k,Urban,India,3,3,Emotion,No,5,5,No,0
655,41,Female,Master's,100k+,Urban,India,2,2,Reason,Yes,5,1,Yes,1
656,62,Male,Bachelor's,60k–100k,Suburban,Nigeria,3,5,Emotion,Yes,4,1,No,0
657,61,Male,Master's,60k–100k,Suburban,Nigeria,5,3,Emotion,No,2,1,Yes,1
658,21,Female,Doctorate,60k–100k,Urban,USA,2,5,Control,No,2,5,Yes,1
659,32,Female,Bachelor's,<30k,Urban,Brazil,5,5,Reason,No,4,3,Yes,1
660,59,Female,Bachelor's,60k–100k,Suburban,USA,2,3,Reason,Yes,1,3,Yes,1
661,26,Male,Bachelor's,<30k,Urban,USA,3,5,Reason,Yes,4,5,Yes,1
662,73,Female,Master's,<30k,Urban,India,2,2,Control,No,4,2,No,0
663,19,Male,High school,30k–60k,Rural,UK,3,1,Emotion,Yes,4,3,No,0
664,72,Male,Master's,60k–100k,Urban,UK,2,1,Control,No,5,3,No,0
665,41,Male,Bachelor's,30k–60k,Urban,UK,1,3,Reason,Yes,1,2,Yes,1
666,31,Male,Bachelor's,60k–100k,Urban,USA,5,1,Reason,No,4,4,No,0
667,27,Male,High school,30k–60k,Urban,Brazil,2,4,Control,No,4,4,No,0
668,35,Male,Bachelor's,<30k,Urban,India,3,3,Control,No,3,4,No,0
669,75,Female,High school,<30k,Suburban,Canada,4,2,Reason,Yes,3,4,No,0
671,43,Male,Doctorate,60k–100k,Urban,UK,4,2,Reason,No,4,4,Yes,1
672,20,Male,Master's,100k+,Suburban,USA,2,4,Control,No,3,4,No,0
673,29,Male,High school,<30k,Suburban,USA,1,1,Emotion,No,3,4,Yes,1
674,50,Non-binary,Bachelor's,30k–60k,Urban,India,2,1,Reason,Yes,3,5,Yes,1
675,37,Female,Bachelor's,60k–100k,Suburban,Brazil,2,3,Control,No,5,5,No,0
676,47,Female,High school,30k–60k,Urban,India,2,4,Control,No,4,5,Yes,1
677,42,Male,Master's,<30k,Urban,Nigeria,3,2,Reason,No,3,5,Yes,1
