id,age,gender,education_level,income_bracket,urbanicity,country,trust_vaccine,concern_side_effects
485,63,Female,Bachelor's,30k–60k,Suburban,USA,1,1
486,61,Female,Master's,<30k,Urban,USA,4,5
487,24,Female,Bachelor's,<30k,Suburban,USA,3,2
488,62,Male,Bachelor's,100k+,Urban,India,1,2
489,30,Female,Bachelor's,100k+,Rural,USA,2,5
490,32,Female,Master's,<30k,Urban,USA,2,4
491,19,Female,Bachelor's,60k–100k,Urban,Brazil,2,4
492,38,Male,Bachelor's,<30k,Urban,UK,2,5
493,49,Male,Bachelor's,<30k,Suburban,Other,3,2
494,31,Male,Bachelor's,<30k,Urban,Brazil,4,3
495,43,Female,High school,<30k,Suburban,Other,4,2
496,27,Female,Bachelor's,<30k,Rural,Nigeria,3,1
497,28,Female,Bachelor's,30k–60k,Rural,Brazil,1,5
498,31,Male,Bachelor's,60k–100k,Rural,Other,4,2
499,65,Female,Bachelor's,60k–100k,Urban,USA,4,1
500,29,Female,Master's,30k–60k,Urban,India,3,1
501,47,Female,Bachelor's,30k–60k,Suburban,Nigeria,2,3
502,21,Female,High school,60k–100k,Suburban,Other,1,4
503,44,Female,Bachelor's,60k–100k,Urban,Nigeria,3,2
504,46,Female,Master's,100k+,Urban,Brazil,2,2
505,36,Male,High school,30k–60k,Urban,UK,4,4
506,62,Male,Bachelor's,<30k,Urban,Brazil,2,3
507,51,Non-binary,Master's,<30k,Suburban,India,3,1
508,21,Female,Doctorate,30k–60k,Urban,Nigeria,1,3
509,21,Female,Master's,<30k,Rural,Brazil,3,1
510,28,Male,High school,30k–60k,Rural,India,5,2
511,69,Male,High school,<30k,Urban,USA,3,4
512,64,Female,Bachelor's,<30k,Rural,Nigeria,3,5
513,34,Male,High school,<30k,Urban,USA,4,4
514,22,Female,Master's,60k–100k,Urban,UK,3,3
515,40,Male,Doctorate,60k–100k,Urban,Nigeria,4,3
516,40,Male,Bachelor's,30k–60k,Rural,Canada,4,4
517,35,Male,High school,60k–100k,Urban,Nigeria,3,2
518,29,Female,High school,60k–100k,Suburban,Brazil,2,2
519,74,Female,Bachelor's,100k+,Urban,India,3,1
520,25,Male,Master's,30k–60k,Suburban,Other,1,5
521,21,Male,Bachelor's,<30k,Urban,USA,1,3
522,28,Female,Bachelor's,100k+,Urban,Nigeria,2,3
523,37,Non-binary,Bachelor's,<30k,Rural,USA,3,4
524,53,Male,Bachelor's,100k+,Urban,USA,2,4
525,27,Female,Bachelor's,30k–60k,Suburban,Nigeria,2,5
526,28,Male,Bachelor's,30k–60k,Suburban,USA,2,2
527,34,Female,Master's,30k–60k,Urban,Brazil,3,2
528,57,Female,Master's,<30k,Suburban,USA,3,5
529,32,Male,Doctorate,<30k,Urban,UK,2,3
530,25,Female,Master's,<30k,Suburban,Other,3,2
531,80,Female,Bachelor's,<30k,Suburban,Brazil,4,5
532,78,Non-binary,Master's,<30k,Urban,Canada,3,3
533,62,Female,High school,<30k,Urban,Brazil,2,3
534,26,Female,High school,<30k,Suburban,Nigeria,2,2
535,22,Male,High school,60k–100k,Urban,India,3,2
536,29,Female,Master's,<30k,Urban,USA,2,2
537,47,Female,Bachelor's,100k+,Urban,India,4,3
538,30,Male,High school,30k–60k,Suburban,Nigeria,4,4
539,37,Male,High school,30k–60k,Suburban,Other,2,3
540,40,Non-binary,Master's,<30k,Suburban,India,4,2
541,24,Male,High school,100k+,Urban,Brazil,1,1
542,48,Male,Bachelor's,30k–60k,Urban,USA,5,4
543,40,Female,Master's,30k–60k,Urban,USA,3,1
544,21,Male,Bachelor's,60k–100k,Urban,UK,2,1
545,30,Female,Master's,<30k,Rural,UK,4,2
546,38,Male,Bachelor's,100k+,Rural,Nigeria,5,4
547,48,Male,High school,60k–100k,Urban,USA,1,4
548,45,Male,High school,30k–60k,Urban,USA,1,3
549,32,Male,Bachelor's,60k–100k,Suburban,Nigeria,1,2
550,48,Female,High school,30k–60k,Urban,Brazil,3,3
551,22,Male,Master's,<30k,Urban,USA,4,4
552,38,Male,High school,100k+,Suburban,Nigeria,4,3
553,38,Female,Doctorate,30k–60k,Rural,India,2,4
554,51,Male,High school,<30k,Rural,Nigeria,4,4
555,54,Female,High school,<30k,Rural,Other,4,5
556,33,Female,Master's,100k+,Suburban,UK,2,2
557,57,Female,Master's,<30k,Urban,USA,5,2
558,20,Female,High school,<30k,Urban,India,4,4
559,28,Female,Master's,100k+,Suburban,USA,2,1
560,29,Male,Bachelor's,30k–60k,Urban,Canada,2,2
561,20,Female,Master's,60k–100k,Rural,USA,2,2
562,25,Male,High school,<30k,Urban,India,2,4
563,34,Male,Master's,<30k,Suburban,India,3,4
564,38,Non-binary,Master's,100k+,Urban,UK,3,2
565,54,Female,Bachelor's,60k–100k,Suburban,Brazil,3,4
566,71,Male,Master's,60k–100k,Rural,India,3,3
567,32,Female,Master's,30k–60k,Urban,UK,3,3
568,21,Female,High school,<30k,Rural,Brazil,5,4
569,29,Female,Master's,100k+,Urban,UK,1,3
570,22,Male,Master's,60k–100k,Urban,USA,3,2
571,60,Male,Bachelor's,100k+,Rural,UK,2,2
572,64,Female,Master's,100k+,Suburban,Other,5,3
573,31,Male,High school,<30k,Urban,India,3,2
574,41,Female,Master's,100k+,Suburban,USA,2,4
575,42,Male,Master's,<30k,Suburban,India,4,4
576,52,Female,High school,<30k,Urban,Brazil,4,2
577,20,Female,High school,<30k,Urban,USA,3,4
578,51,Male,High school,100k+,Urban,India,1,5
579,27,Male,High school,<30k,Urban,USA,2,3
580,52,Male,Bachelor's,<30k,Suburban,India,3,5
581,28,Female,Doctorate,<30k,Urban,UK,2,4
582,21,Female,Master's,60k–100k,Urban,USA,3,2
583,21,Male,Bachelor's,30k–60k,Rural,India,1,5
584,27,Female,High school,<30k,Suburban,Other,1,2
585,59,Female,Bachelor's,30k–60k,Urban,India,4,1
586,19,Male,Master's,60k–100k,Suburban,UK,2,1
587,43,Female,Master's,<30k,Suburban,Brazil,1,2
588,22,Female,Master's,<30k,Rural,UK,2,3
589,31,Male,High school,60k–100k,Urban,Nigeria,3,4
590,32,Male,Bachelor's,30k–60k,Urban,India,5,3
591,51,Female,High school,30k–60k,Suburban,USA,2,3
592,29,Female,Bachelor's,30k–60k,Urban,USA,4,3
593,54,Male,High school,30k–60k,Rural,Brazil,2,2
594,32,Female,Master's,100k+,Rural,USA,3,4
595,23,Male,Master's,<30k,Urban,Canada,5,2
596,53,Female,Master's,30k–60k,Urban,USA,3,3
597,20,Male,Master's,100k+,Suburban,Brazil,5,1
598,23,Male,High school,30k–60k,Rural,USA,4,1
599,63,Male,High school,100k+,Rural,India,4,3
600,50,Male,Master's,100k+,Urban,India,4,3
601,26,Female,Master's,60k–100k,Urban,USA,1,5
602,53,Female,Bachelor's,<30k,Suburban,Nigeria,3,2
603,23,Female,Bachelor's,<30k,Urban,USA,2,4
604,22,Female,Bachelor's,60k–100k,Urban,UK,4,4
605,41,Male,Bachelor's,<30k,Urban,Nigeria,2,3
606,37,Male,High school,60k–100k,Rural,India,4,2
607,28,Male,Bachelor's,<30k,Urban,UK,2,2
608,19,Female,Master's,30k–60k,Suburban,India,5,2
609,27,Male,Bachelor's,<30k,Rural,India,2,2
610,39,Male,Master's,<30k,Suburban,Brazil,2,2
611,19,Female,Master's,100k+,Suburban,UK,3,2
612,52,Female,Master's,<30k,Urban,Nigeria,5,2
613,57,Male,High school,30k–60k,Rural,India,3,3
614,40,Female,Bachelor's,<30k,Urban,India,3,4
615,27,Female,Master's,60k–100k,Urban,USA,3,2
616,70,Male,Bachelor's,30k–60k,Urban,Brazil,3,2
617,25,Female,Bachelor's,30k–60k,Urban,UK,4,2
618,22,Male,High school,30k–60k,Urban,Brazil,4,2
619,52,Male,Master's,30k–60k,Urban,USA,5,1
620,26,Male,High school,100k+,Urban,Brazil,1,2
621,46,Female,Bachelor's,<30k,Suburban,USA,3,4
622,51,Male,Master's,60k–100k,Rural,USA,4,5
623,32,Female,Master's,60k–100k,Urban,USA,1,3
624,29,Female,High school,<30k,Rural,Brazil,5,4
625,37,Male,High school,60k–100k,Urban,USA,4,2
626,50,Female,Bachelor's,60k–100k,Urban,USA,2,3
627,37,Male,Bachelor's,100k+,Rural,Brazil,2,2
628,43,Female,Bachelor's,100k+,Urban,UK,4,4
629,30,Male,High school,100k+,Urban,Nigeria,4,5
630,27,Female,High school,60k–100k,Urban,UK,4,3
631,39,Female,Master's,<30k,Suburban,Brazil,4,1
632,22,Male,Bachelor's,60k–100k,Rural,UK,4,4
633,61,Male,Bachelor's,100k+,Urban,Brazil,1,5
634,37,Male,Master's,30k–60k,Urban,Brazil,4,1
635,31,Female,High school,<30k,Suburban,Brazil,2,4
636,59,Female,High school,<30k,Urban,UK,1,2
637,29,Female,High school,60k–100k,Urban,Other,2,1
638,32,Male,Bachelor's,<30k,Urban,USA,5,5
639,65,Female,Bachelor's,100k+,Urban,Canada,4,3
640,54,Female,Bachelor's,60k–100k,Rural,USA,2,5
641,58,Female,High school,30k–60k,Rural,India,3,2
642,25,Male,Bachelor's,30k–60k,Rural,UK,4,5
643,42,Male,Bachelor's,60k–100k,Suburban,India,4,4
644,23,Female,Bachelor's,<30k,Urban,India,2,2
645,23,Female,High school,60k–100k,Rural,Nigeria,3,2
646,74,Male,Master's,30k–60k,Urban,UK,3,3
647,30,Female,Master's,60k–100k,Suburban,Brazil,2,4
648,73,Male,Master's,60k–100k,Urban,Brazil,1,4
649,46,Male,Doctorate,60k–100k,Urban,Brazil,4,2
650,32,Female,Doctorate,<30k,Urban,Brazil,4,5
651,19,Male,Bachelor's,30k–60k,Urban,India,4,3
652,50,Female,High school,100k+,Urban,USA,4,4
653,21,Female,High school,60k–100k,Urban,India,1,3
654,37,Male,Bachelor's,<30k,Urban,India,3,3
655,41,Female,Master's,100k+,Urban,India,2,2
656,62,Male,Bachelor's,60k–100k,Suburban,Nigeria,3,5
657,61,Male,Master's,60k–100k,Suburban,Nigeria,5,3
658,21,Female,Doctorate,60k–100k,Urban,USA,2,5
659,32,Female,Bachelor's,<30k,Urban,Brazil,5,5
660,59,Female,Bachelor's,60k–100k,Suburban,USA,2,3
661,26,Male,Bachelor's,<30k,Urban,USA,3,5
662,73,Female,Master's,<30k,Urban,India,2,2
663,19,Male,High school,30k–60k,Rural,UK,3,1
664,72,Male,Master's,60k–100k,Urban,UK,2,1
665,41,Male,Bachelor's,30k–60k,Urban,UK,1,3
666,31,Male,Bachelor's,60k–100k,Urban,USA,5,1
667,27,Male,High school,30k–60k,Urban,Brazil,2,4
668,35,Male,Bachelor's,<30k,Urban,India,3,3
669,75,Female,High school,<30k,Suburban,Canada,4,2
670,20,Male,Master's,<30k,Urban,UK,4,2
671,43,Male,Doctorate,60k–100k,Urban,UK,4,2
672,20,Male,Master's,100k+,Suburban,USA,2,4
673,29,Male,High school,<30k,Suburban,USA,1,1
674,50,Non-binary,Bachelor's,30k–60k,Urban,India,2,1
675,37,Female,Bachelor's,60k–100k,Suburban,Brazil,2,3
676,47,Female,High school,30k–60k,Urban,India,2,4
677,42,Male,Master's,<30k,Urban,Nigeria,3,2
678,32,Male,Doctorate,30k–60k,Urban,USA,2,2
679,32,Non-binary,Doctorate,30k–60k,Urban,India,1,5
680,28,Female,Bachelor's,100k+,Rural,Brazil,4,2
681,38,Female,High school,100k+,Rural,UK,4,3
682,45,Female,Master's,100k+,Suburban,Canada,2,1
683,78,Male,Bachelor's,60k–100k,Urban,UK,3,1
684,77,Female,High school,60k–100k,Suburban,UK,4,2
685,21,Male,High school,100k+,Urban,Nigeria,4,3
686,42,Female,Master's,<30k,Suburban,Brazil,4,3
687,22,Male,High school,<30k,Urban,USA,3,1
688,29,Male,Master's,30k–60k,Urban,USA,2,3
689,18,Male,Bachelor's,100k+,Rural,Brazil,1,4
690,30,Non-binary,Master's,30k–60k,Rural,Nigeria,1,4
691,39,Male,High school,<30k,Urban,UK,3,2
692,71,Female,High school,100k+,Urban,USA,1,2
693,39,Female,High school,30k–60k,Urban,USA,3,5
694,43,Male,Doctorate,<30k,Urban,India,3,5
695,27,Female,Master's,<30k,Rural,Brazil,1,3
696,62,Female,High school,60k–100k,Urban,India,4,3
697,27,Female,Master's,100k+,Urban,India,5,3
698,24,Male,Bachelor's,<30k,Suburban,Brazil,3,4
699,46,Male,High school,<30k,Rural,Nigeria,1,3
700,32,Male,Master's,<30k,Urban,India,4,2
701,38,Female,Master's,30k–60k,Urban,Nigeria,2,3
702,27,Male,Master's,100k+,Suburban,USA,4,1
703,19,Male,Master's,100k+,Urban,India,3,4
704,31,Male,High school,100k+,Suburban,India,4,3
705,27,Female,Master's,<30k,Urban,Brazil,3,3
706,79,Male,Bachelor's,100k+,Rural,Brazil,4,5
707,51,Male,Bachelor's,60k–100k,Urban,USA,4,1
708,48,Male,High school,<30k,Suburban,USA,4,4
709,21,Male,High school,<30k,Urban,UK,1,4
710,26,Female,High school,100k+,Suburban,Nigeria,4,5
711,31,Male,Master's,30k–60k,Urban,Nigeria,5,4
712,66,Male,Master's,30k–60k,Suburban,India,3,4
713,38,Male,Master's,100k+,Suburban,USA,2,3
714,18,Female,Bachelor's,<30k,Urban,Nigeria,3,3
715,38,Female,Bachelor's,60k–100k,Suburban,Brazil,3,2
716,20,Non-binary,Bachelor's,30k–60k,Urban,Brazil,5,2
717,68,Non-binary,High school,100k+,Suburban,UK,3,1
718,43,Male,Master's,<30k,Urban,India,5,4
719,29,Male,Master's,<30k,Urban,Brazil,3,4
720,27,Female,Master's,<30k,Suburban,USA,5,3
721,60,Female,Bachelor's,<30k,Rural,Brazil,3,3
722,47,Male,Master's,60k–100k,Suburban,India,2,2
723,28,Male,High school,<30k,Urban,India,3,1
724,18,Male,High school,60k–100k,Rural,India,3,4
725,23,Male,Bachelor's,100k+,Rural,India,3,1
726,72,Female,High school,60k–100k,Rural,USA,1,2
727,32,Male,Master's,100k+,Urban,Brazil,3,2
728,32,Male,Bachelor's,30k–60k,Suburban,India,4,4
729,23,Female,Bachelor's,30k–60k,Rural,UK,1,3
730,23,Female,High school,30k–60k,Rural,USA,2,3
731,43,Male,Bachelor's,<30k,Suburban,Nigeria,4,2
732,40,Male,Master's,60k–100k,Suburban,Other,3,3
733,32,Female,High school,60k–100k,Urban,USA,2,4
734,21,Male,High school,30k–60k,Suburban,India,4,1
735,38,Female,Bachelor's,30k–60k,Urban,USA,3,3
736,27,Male,Master's,100k+,Urban,Brazil,4,3
737,26,Male,Bachelor's,100k+,Rural,Brazil,1,3
738,21,Female,Bachelor's,60k–100k,Rural,India,4,4
739,39,Female,Bachelor's,30k–60k,Urban,India,4,5
740,69,Female,Master's,<30k,Suburban,Brazil,4,3
741,40,Female,Master's,100k+,Urban,Other,3,3
742,76,Female,High school,30k–60k,Suburban,UK,1,1
743,20,Male,Bachelor's,100k+,Suburban,USA,3,4
744,29,Male,Bachelor's,<30k,Suburban,Brazil,3,2
745,19,Female,Master's,<30k,Suburban,India,3,5
746,22,Male,Master's,100k+,Suburban,UK,3,5
747,79,Male,High school,<30k,Suburban,Brazil,3,2
748,51,Male,Doctorate,<30k,Suburban,India,2,3
749,56,Female,Bachelor's,30k–60k,Urban,USA,2,4
750,33,Male,Bachelor's,100k+,Rural,USA,4,4
751,24,Female,Bachelor's,100k+,Rural,India,1,2
752,51,Male,Master's,100k+,Urban,India,1,3
753,58,Male,High school,100k+,Rural,India,4,2
754,51,Male,Bachelor's,<30k,Urban,Brazil,3,4
755,38,Male,High school,100k+,Suburban,India,4,2
756,33,Female,High school,30k–60k,Urban,India,5,4
757,19,Male,Master's,30k–60k,Urban,Brazil,4,1
758,29,Female,Bachelor's,<30k,Rural,USA,3,4
759,23,Male,High school,60k–100k,Urban,India,1,4
760,23,Female,Bachelor's,<30k,Suburban,India,3,2
761,32,Male,Master's,30k–60k,Rural,USA,1,4
762,19,Female,Master's,100k+,Urban,India,2,2
763,37,Female,Master's,30k–60k,Suburban,USA,2,3
764,30,Female,Master's,100k+,Suburban,USA,2,4
765,23,Female,High school,30k–60k,Suburban,Nigeria,1,1
766,41,Male,High school,60k–100k,Suburban,Other,3,4
767,41,Female,Bachelor's,60k–100k,Rural,Brazil,3,2
768,71,Female,Bachelor's,100k+,Urban,Nigeria,4,1
769,59,Male,High school,60k–100k,Urban,Nigeria,3,3
770,19,Male,High school,30k–60k,Urban,USA,2,2
771,30,Male,Bachelor's,<30k,Urban,USA,2,3
772,53,Male,Bachelor's,30k–60k,Rural,USA,5,2
773,66,Male,Master's,<30k,Urban,India,1,3
774,28,Female,Bachelor's,<30k,Suburban,USA,5,1
775,30,Female,Bachelor's,<30k,Urban,Nigeria,2,4
776,18,Female,Bachelor's,100k+,Suburban,Brazil,3,3
777,19,Female,Bachelor's,30k–60k,Rural,USA,2,4
778,33,Male,Bachelor's,100k+,Suburban,USA,5,4
779,27,Female,Bachelor's,60k–100k,Suburban,USA,4,1
780,33,Female,Bachelor's,<30k,Urban,USA,2,4
781,25,Female,Bachelor's,<30k,Suburban,Brazil,1,5
782,78,Female,High school,30k–60k,Urban,India,5,1
783,47,Female,Doctorate,<30k,Urban,India,2,5
784,33,Male,Bachelor's,<30k,Urban,Nigeria,3,5
785,42,Male,High school,30k–60k,Rural,India,2,4
786,53,Male,Master's,<30k,Urban,UK,5,2
787,39,Male,Master's,<30k,Urban,India,1,4
788,38,Male,Master's,100k+,Suburban,USA,5,2
789,27,Female,Doctorate,<30k,Rural,Other,4,2
790,57,Female,Bachelor's,30k–60k,Urban,Nigeria,5,4
791,19,Male,Doctorate,30k–60k,Suburban,USA,4,3
792,37,Female,Bachelor's,100k+,Urban,Nigeria,3,4
793,23,Male,Bachelor's,60k–100k,Suburban,Nigeria,4,2
794,46,Female,High school,<30k,Suburban,Brazil,1,5
795,42,Female,Master's,<30k,Rural,India,2,5
796,31,Male,Bachelor's,30k–60k,Rural,Nigeria,4,2
797,36,Female,High school,100k+,Rural,USA,1,2
798,18,Female,Bachelor's,30k–60k,Urban,USA,3,1
799,21,Female,Bachelor's,<30k,Urban,Nigeria,2,4
800,22,Female,Bachelor's,<30k,Rural,USA,3,2
801,19,Non-binary,High school,<30k,Urban,Nigeria,5,1
802,18,Female,High school,100k+,Rural,USA,3,2
803,27,Non-binary,Master's,<30k,Suburban,India,3,4
804,22,Female,High school,<30k,Suburban,India,5,5
805,32,Male,Bachelor's,30k–60k,Urban,India,1,5
806,21,Female,Bachelor's,100k+,Suburban,UK,5,4
807,37,Female,Master's,60k–100k,Rural,UK,1,4
808,22,Male,Master's,60k–100k,Urban,USA,1,4
809,75,Female,Bachelor's,<30k,Suburban,USA,3,5
810,38,Female,Master's,30k–60k,Urban,Nigeria,2,4
811,48,Female,Doctorate,<30k,Rural,UK,1,4
812,27,Male,High school,<30k,Rural,Nigeria,3,3
813,41,Male,High school,60k–100k,Suburban,USA,1,5
814,21,Male,High school,<30k,Suburban,Brazil,4,2
815,39,Male,High school,30k–60k,Suburban,India,2,1
816,25,Male,Bachelor's,<30k,Suburban,Canada,2,4
817,64,Female,Bachelor's,60k–100k,Suburban,USA,2,4
818,19,Male,High school,<30k,Urban,USA,4,2
819,28,Male,High school,60k–100k,Urban,India,2,2
820,67,Female,Master's,30k–60k,Urban,Nigeria,5,2
821,38,Non-binary,Bachelor's,<30k,Suburban,India,2,2
822,50,Male,Master's,30k–60k,Urban,India,2,3
823,23,Male,Bachelor's,100k+,Suburban,India,2,5
824,39,Female,High school,<30k,Urban,Nigeria,1,2
825,22,Male,High school,30k–60k,Suburban,Nigeria,5,1
826,23,Male,Bachelor's,30k–60k,Rural,Canada,2,1
827,29,Female,Bachelor's,60k–100k,Urban,India,4,4
828,55,Male,High school,<30k,Rural,India,3,4
829,26,Male,Master's,30k–60k,Suburban,USA,4,2
830,39,Non-binary,High school,100k+,Suburban,India,4,3
831,30,Female,High school,30k–60k,Urban,USA,2,2
832,31,Male,Bachelor's,30k–60k,Suburban,India,5,5
833,79,Male,Doctorate,100k+,Rural,India,4,4
834,74,Female,Master's,100k+,Suburban,USA,3,5
835,34,Male,Bachelor's,100k+,Urban,Canada,2,3
836,42,Male,High school,60k–100k,Urban,Nigeria,2,3
837,41,Male,High school,60k–100k,Suburban,USA,2,4
838,55,Female,High school,30k–60k,Urban,India,2,4
839,37,Female,Master's,<30k,Rural,India,2,2
840,43,Male,Bachelor's,<30k,Urban,Brazil,2,1
841,46,Female,High school,<30k,Rural,USA,2,2
842,38,Male,High school,30k–60k,Suburban,USA,3,3
843,33,Male,Doctorate,<30k,Suburban,USA,3,2
844,23,Female,High school,100k+,Urban,Nigeria,2,5
845,20,Female,Bachelor's,100k+,Rural,Nigeria,4,4
846,23,Male,Master's,100k+,Urban,Brazil,4,4
847,37,Male,Bachelor's,30k–60k,Rural,India,4,5
848,18,Male,Bachelor's,<30k,Urban,UK,4,1
849,36,Male,High school,<30k,Urban,Nigeria,4,3
850,37,Male,Master's,<30k,Rural,Brazil,3,4
851,42,Female,Doctorate,30k–60k,Urban,USA,5,5
852,22,Male,High school,30k–60k,Urban,India,3,4
853,27,Male,Master's,<30k,Urban,USA,5,4
854,30,Male,High school,30k–60k,Urban,India,2,1
855,28,Female,Bachelor's,100k+,Urban,India,4,3
856,63,Female,High school,<30k,Urban,India,3,2
857,35,Female,Doctorate,30k–60k,Suburban,India,2,4
858,51,Male,Doctorate,60k–100k,Rural,UK,4,3
859,37,Male,Master's,<30k,Urban,Nigeria,4,3
860,23,Male,Doctorate,<30k,Urban,India,4,3
861,33,Female,High school,60k–100k,Suburban,Nigeria,3,3
862,32,Female,Bachelor's,60k–100k,Suburban,India,3,3
863,62,Male,High school,<30k,Rural,USA,2,3
864,48,Male,Master's,60k–100k,Suburban,Brazil,4,4
865,20,Male,Bachelor's,<30k,Rural,USA,2,1
866,33,Male,High school,<30k,Rural,UK,2,5
867,31,Female,Bachelor's,100k+,Rural,USA,4,2
868,26,Female,Bachelor's,<30k,Suburban,USA,1,2
869,55,Male,Doctorate,100k+,Rural,Nigeria,2,2
870,63,Female,Bachelor's,<30k,Urban,Canada,2,2
871,30,Female,Master's,100k+,Suburban,Nigeria,3,3
872,23,Non-binary,Master's,30k–60k,Urban,Other,1,2
873,31,Female,High school,<30k,Suburban,Canada,1,5
874,41,Female,Doctorate,100k+,Suburban,India,1,2
875,32,Non-binary,Bachelor's,30k–60k,Suburban,Nigeria,1,3
876,22,Female,Doctorate,<30k,Rural,UK,4,4
877,33,Female,Doctorate,30k–60k,Urban,USA,4,3
878,69,Female,Bachelor's,30k–60k,Suburban,India,1,2
879,47,Male,Bachelor's,30k–60k,Suburban,India,3,4
880,18,Male,High school,100k+,Rural,India,3,3
881,41,Male,Master's,<30k,Suburban,UK,3,1
882,33,Female,Master's,30k–60k,Urban,India,5,2
883,38,Female,Bachelor's,<30k,Rural,UK,2,2
884,30,Female,High school,<30k,Urban,Nigeria,4,3
885,23,Male,High school,100k+,Suburban,India,1,4
886,24,Male,Bachelor's,30k–60k,Urban,USA,3,5
887,58,Male,Bachelor's,100k+,Rural,Nigeria,4,4
888,43,Male,Bachelor's,<30k,Urban,Brazil,5,2
889,32,Non-binary,Bachelor's,60k–100k,Urban,USA,1,1
890,23,Male,High school,<30k,Urban,India,5,3
891,25,Male,Master's,100k+,Urban,USA,2,3
892,18,Female,Bachelor's,30k–60k,Urban,Brazil,3,1
893,44,Female,Bachelor's,<30k,Urban,Nigeria,4,4
894,53,Female,Master's,100k+,Rural,USA,5,1
895,39,Female,Master's,30k–60k,Urban,India,4,2
896,74,Non-binary,Master's,60k–100k,Rural,Canada,4,3
897,49,Female,Master's,30k–60k,Urban,India,5,4
898,76,Male,Bachelor's,<30k,Urban,USA,3,3
899,70,Female,Doctorate,<30k,Suburban,Brazil,3,4
900,21,Female,Bachelor's,<30k,Rural,UK,4,3
901,28,Male,Master's,<30k,Rural,Nigeria,2,2
902,30,Male,Bachelor's,60k–100k,Urban,Brazil,3,3
903,37,Female,Bachelor's,30k–60k,Urban,Nigeria,2,1
904,51,Male,Master's,60k–100k,Urban,India,2,2
905,33,Non-binary,High school,30k–60k,Urban,UK,2,3
906,24,Male,Bachelor's,30k–60k,Suburban,Nigeria,2,4
907,52,Female,Bachelor's,<30k,Suburban,Nigeria,2,4
908,41,Female,Bachelor's,<30k,Urban,India,2,3
909,42,Female,Master's,100k+,Suburban,Brazil,4,4
910,43,Non-binary,Bachelor's,<30k,Rural,Other,2,3
911,36,Female,High school,60k–100k,Rural,India,4,4
912,19,Male,Bachelor's,30k–60k,Urban,USA,1,5
913,26,Female,Master's,<30k,Suburban,Nigeria,1,3
914,23,Female,High school,60k–100k,Suburban,India,4,3
915,19,Non-binary,Master's,100k+,Urban,Nigeria,3,5
916,29,Female,Bachelor's,<30k,Suburban,Canada,4,4
917,21,Female,High school,<30k,Urban,UK,4,3
918,27,Male,Doctorate,<30k,Suburban,USA,2,2
919,45,Male,Master's,60k–100k,Suburban,USA,3,3
920,41,Female,Doctorate,60k–100k,Urban,India,1,2
921,20,Female,Bachelor's,60k–100k,Urban,India,3,1
922,18,Female,Master's,30k–60k,Urban,Brazil,1,3
923,19,Female,High school,<30k,Urban,USA,1,3
924,32,Male,High school,100k+,Urban,USA,4,5
925,33,Non-binary,Master's,100k+,Urban,USA,4,1
926,37,Female,High school,<30k,Urban,India,4,3
927,27,Male,Bachelor's,30k–60k,Urban,Nigeria,2,1
928,19,Female,Bachelor's,<30k,Rural,Nigeria,1,4
929,47,Female,Bachelor's,100k+,Suburban,USA,4,2
930,63,Male,Bachelor's,<30k,Rural,Brazil,2,5
931,70,Female,High school,100k+,Rural,India,2,4
932,31,Male,Master's,60k–100k,Suburban,Nigeria,5,1
933,20,Female,Bachelor's,60k–100k,Rural,USA,3,2
934,28,Female,High school,60k–100k,Urban,USA,3,3
935,63,Female,High school,<30k,Suburban,Other,4,2
936,26,Female,High school,30k–60k,Urban,Brazil,2,5
937,38,Female,Bachelor's,<30k,Suburban,Brazil,2,5
